,Player,* = NCAA Tournament appearance,Conference,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game, ,"Strength of ScheduleA rating of strength of schedule. The rating is denominated in points above/below average, where zero is average. Non-Division I games are excluded from the ratings."
0,JamesOn Curry,Oklahoma State,,101,83,32.0,4.7,10.7,.437,2.7,5.9,.464,2.0,4.8,.404,2.2,2.9,.758,0.5,2.4,2.9,3.5,1.0,0.2,2.8,2.0,13.5,,7.56
0,Mario West,Georgia Tech,,103,21,13.9,1.1,2.4,.470,1.0,1.9,.518,0.1,0.5,.288,0.8,1.2,.678,0.7,1.5,2.3,0.8,1.2,0.2,0.9,2.0,3.2,,9.01
0,Taurean Green,Florida,,111,79,29.2,2.9,7.1,.401,1.2,2.8,.419,1.7,4.3,.389,3.2,3.7,.857,0.3,1.9,2.2,3.6,1.1,0.1,2.5,1.6,10.6,,6.65
0,Rory Sparrow,Villanova,,124,,31.3,3.9,7.5,.525,,,,,,,1.7,2.1,.792,,,2.2,,,,,,9.5,,1.88
0,Jevon Carter,West Virginia,,144,112,29.9,4.1,10.0,.407,2.4,5.3,.453,1.7,4.7,.355,2.4,3.0,.798,0.9,2.8,3.7,3.9,2.3,0.2,1.8,2.5,12.2,,9.53
0,William Avery,Duke,,74,39,25.5,4.1,8.7,.470,2.6,4.8,.554,1.5,4.0,.369,2.2,2.8,.784,,,2.8,3.8,1.2,0.0,2.2,1.9,11.9,,9.73
0,Lavor Postell,St. John's (NY),,129,104,29.3,3.8,8.9,.430,3.1,6.7,.464,0.7,2.2,.326,2.7,3.4,.789,,,5.6,1.6,1.0,0.4,1.8,2.3,11.1,,7.77
0,Britton Johnsen,Utah,,109,82,23.3,3.5,7.3,.476,2.8,5.4,.526,0.7,2.0,.338,2.0,3.4,.589,,,5.2,1.1,0.8,0.4,2.1,2.5,9.6,,5.36
0,Quintin Dailey,San Francisco,,90,,35.2,7.9,14.3,.551,,,,,,,4.7,6.4,.745,,,4.8,3.0,1.5,0.2,,2.3,20.5,,1.13
0,Kevin Thompson,NC State,,118,88,27.8,4.5,7.6,.588,4.5,7.6,.592,0.0,0.1,.143,1.6,2.8,.563,,,6.9,1.4,0.5,1.3,1.4,2.3,10.6,,10.02
0,Maceo Baston,Michigan,,126,66,23.5,3.7,6.0,.627,3.7,5.9,.629,0.0,0.0,.000,3.2,4.9,.648,,,6.6,0.6,0.7,1.1,2.2,3.1,10.6,,9.40
0,Tristan Thompson,North Texas,,128,99,25.5,3.6,8.2,.439,2.2,4.6,.472,1.4,3.6,.396,4.1,5.0,.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,,-3.82
0,Don MacLean,UCLA,,127,127,32.7,7.4,14.0,.531,7.3,13.7,.535,0.1,0.3,.314,5.6,6.5,.860,,,7.8,1.6,0.5,0.3,2.3,2.5,20.5,,9.30
0,Kostas Antetokounmpo,Dayton,,29,6,15.1,2.0,3.5,.574,1.9,3.0,.651,0.1,0.5,.133,1.1,2.2,.516,0.8,2.0,2.9,0.4,0.2,1.1,1.3,2.3,5.2,,2.70
0,Joel Anthony,UNLV,,68,9,16.1,1.5,2.6,.573,1.5,2.6,.573,0.0,0.0,,0.7,1.2,.561,1.5,2.0,3.5,0.3,0.4,2.3,0.6,2.2,3.7,,5.49
0,Bonzie Colson,Notre Dame,,125,82,25.1,4.9,9.2,.528,4.5,8.1,.552,0.4,1.1,.350,2.9,3.8,.772,2.1,5.1,7.2,1.0,1.0,1.2,1.0,2.0,13.1,,8.58
0,Tod Murphy,UC-Irvine,,117,73,32.0,5.5,9.9,.556,,,.559,,,.500,4.2,5.3,.781,,,7.2,1.7,0.8,0.3,2.2,2.6,15.2,,1.86
0,Isaac Fontaine,Washington State,,120,60,31.2,5.8,11.8,.487,4.0,8.1,.501,1.7,3.8,.457,3.4,4.4,.775,,,4.1,2.2,1.3,0.4,,,16.7,,7.48
0,Courtney Lee,Western Kentucky,,127,127,31.2,6.3,13.6,.464,4.4,8.8,.498,1.9,4.8,.401,3.1,3.7,.817,1.7,3.5,5.2,2.2,1.9,0.6,2.5,2.5,17.6,,-1.08
0,George Lynch,UNC,,140,102,26.5,5.1,9.8,.519,5.0,9.6,.524,0.1,0.2,.344,2.2,3.4,.651,,,7.8,1.7,1.7,0.4,2.3,2.8,12.5,,10.82
0,Jeff Ruland,Iona,,89,29,34.0,8.1,12.7,.635,,,,,,,4.7,7.0,.680,,,12.0,1.2,0.8,1.5,3.8,3.3,20.8,,-1.50
0,Dewayne Dedmon,USC,,51,49,22.7,3.0,5.8,.520,3.0,5.7,.528,0.0,0.1,.000,1.1,1.7,.614,2.3,4.0,6.4,0.5,0.9,1.7,1.5,3.1,7.1,,7.41
0,Jabari Smith,LSU,,61,58,29.1,4.4,8.3,.532,4.0,7.0,.579,0.4,1.4,.298,3.3,5.1,.639,,,8.2,2.1,0.9,1.1,3.0,2.6,12.6,,5.84
0,Harrison Barnes,UNC,,75,73,29.3,5.8,13.6,.430,4.3,9.1,.469,1.5,4.4,.349,3.1,4.3,.734,2.0,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,,8.61
0,Chris Corchiani,NC State,,124,112,33.0,3.7,7.9,.463,2.6,5.4,.489,1.0,2.5,.408,3.2,3.8,.822,,,2.1,8.4,2.6,0.1,3.2,2.8,11.5,,8.36
0,Anthony Brown,Oklahoma State,,47,4,13.1,1.1,2.4,.482,1.1,2.2,.505,0.0,0.1,.143,0.7,1.2,.569,1.0,1.3,2.3,0.3,0.3,0.4,0.4,2.0,3.0,,7.55
0,Scott Padgett,Kentucky,,122,99,24.4,3.5,7.7,.449,2.2,4.3,.517,1.2,3.4,.364,2.1,2.7,.759,,,5.3,2.0,1.2,0.6,1.7,2.3,10.3,,9.66
0,Cliff Levingston,Wichita State,,91,60,32.1,6.6,12.2,.538,,,,,,,3.0,4.9,.621,,,10.6,1.6,,0.7,2.8,3.1,16.2,,2.90
0,Dontae' Jones,Mississippi State,,33,32,30.5,6.0,12.7,.474,5.3,10.2,.516,0.7,2.5,.296,1.9,2.6,.744,,,6.8,1.9,1.1,0.9,2.2,2.8,14.7,,8.73
0,Damon Stoudamire,Arizona,,123,92,29.8,5.0,10.9,.457,2.8,5.4,.514,2.2,5.5,.402,2.8,3.5,.804,,,3.8,5.4,1.4,0.1,3.1,2.0,15.0,,8.93
0,Blue Edwards,East Carolina,,57,55,32.7,8.2,14.7,.555,7.7,13.8,.561,0.5,1.0,.473,3.8,5.1,.750,,,6.3,2.5,1.5,0.5,2.9,3.6,20.6,,-2.19
0,Jawun Evans,Oklahoma State,,54,52,29.1,5.7,12.7,.448,4.7,10.2,.458,1.0,2.5,.407,4.2,5.1,.818,0.6,3.2,3.8,5.8,1.5,0.1,2.7,2.4,16.6,,10.51
0,Matt Fish,UNC Wilmington,,90,39,23.2,4.7,7.9,.598,4.7,7.9,.598,0.0,0.0,,1.9,3.3,.590,,,6.8,0.9,0.8,1.0,2.0,3.4,11.4,,-4.37
0,Jamal Robinson,Virginia,,122,40,21.1,2.5,6.0,.410,2.1,4.7,.449,0.4,1.3,.270,1.1,1.7,.629,,,3.9,1.6,0.6,0.2,1.3,2.0,6.3,,11.04
0,Matt Wenstrom,UNC,,119,2,4.0,0.7,1.2,.531,0.7,1.2,.534,0.0,0.0,.000,0.3,0.5,.585,,,1.1,0.2,0.1,0.2,0.3,0.5,1.6,,10.82
0,Maurice Taylor,Michigan,,98,94,28.5,5.4,10.8,.497,5.3,10.7,.500,0.1,0.2,.313,2.1,3.2,.642,,,6.1,1.2,0.6,0.9,2.1,2.9,12.9,,9.33
0,Steve Johnson,Duke,,21,0,1.9,0.1,0.2,.500,0.1,0.2,.500,0.0,0.0,,0.1,0.2,.600,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.3,,9.59
0,Todd Lichti,Stanford,,124,53,33.1,6.6,12.3,.538,,,.555,,,.477,4.7,5.6,.840,,,5.3,2.5,1.3,0.2,2.4,2.2,18.8,,6.05
0,Chris Whitney,Clemson,,58,56,36.3,4.6,10.8,.427,1.7,3.9,.451,2.9,7.0,.413,2.4,3.1,.788,,,3.7,6.1,2.0,0.0,3.5,3.1,14.6,,7.42
0,Noah Vonleh,Indiana,,30,29,26.5,3.8,7.2,.523,3.2,6.1,.530,0.5,1.1,.485,3.2,4.5,.716,2.4,6.6,9.0,0.6,0.9,1.4,2.1,2.7,11.3,,6.64
0,Sean May,UNC,,77,75,27.8,5.7,11.2,.513,5.7,11.1,.519,0.0,0.1,.000,4.3,6.0,.717,3.5,6.5,10.0,1.5,1.3,1.2,2.4,2.4,15.8,,11.00
0,Kris Dunn,Providence,,95,83,31.5,4.5,9.9,.450,3.7,7.8,.476,0.8,2.2,.354,3.1,4.5,.693,1.1,4.0,5.1,5.8,2.2,0.4,3.3,2.9,12.8,,8.09
0,Zach Collins,Gonzaga,,39,0,17.3,3.5,5.3,.652,3.2,4.8,.672,0.3,0.5,.476,2.8,3.8,.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10.0,,4.13
0,Ray McCallum,Ball State,,115,,36.3,7.4,14.5,.507,,,,,,,3.6,4.5,.804,,,2.1,2.4,1.5,0.1,1.7,1.6,18.3,,-1.54
0,Jared Jeffries,Indiana,,70,70,32.6,5.0,11.2,.450,4.5,9.5,.472,0.6,1.7,.325,3.8,5.8,.643,2.4,4.8,7.2,2.2,1.2,1.3,2.9,2.7,14.4,,11.56
0,Sonny Weems,Arkansas,,69,66,31.2,5.2,11.0,.473,3.8,7.3,.527,1.3,3.7,.366,1.6,2.1,.767,1.6,3.0,4.6,2.3,1.3,0.3,2.7,2.0,13.3,,7.74
0,Trevor Wilson,UCLA,,126,93,29.8,5.6,11.2,.498,5.6,11.2,.501,0.0,0.1,.167,3.0,5.2,.587,,,7.9,2.4,0.8,0.3,2.7,2.8,14.3,,8.06
0,Robbie Hummel,Purdue,,127,120,30.2,4.6,10.4,.443,2.9,6.0,.483,1.7,4.4,.389,3.1,3.7,.841,1.9,4.9,6.8,2.1,1.0,0.9,1.1,2.4,14.0,,7.48
0,Erick Green,Virginia Tech,,129,89,28.3,4.6,10.5,.437,3.5,7.3,.480,1.1,3.2,.338,3.2,4.0,.804,0.5,2.1,2.6,2.5,1.2,0.2,1.4,1.6,13.5,,5.97
0,A.J. English,Iona,,112,101,34.4,5.5,12.9,.423,2.7,5.5,.489,2.8,7.5,.374,4.2,5.3,.792,0.7,3.7,4.3,4.6,1.3,0.5,2.9,2.3,17.9,,-1.10
0,R.J. Hunter,Georgia State,,99,98,34.7,5.6,13.3,.423,3.1,6.1,.505,2.6,7.2,.354,4.5,5.3,.853,0.7,4.1,4.8,2.4,1.9,0.9,1.7,2.2,18.4,,-2.33
0,Matt Carroll,Notre Dame,,133,125,31.2,4.7,10.6,.445,2.5,4.9,.503,2.3,5.7,.395,2.2,2.7,.825,,,4.3,2.4,0.9,0.2,1.7,2.0,13.9,,6.92
0,Ike Anigbogu,UCLA,,29,0,13.0,2.0,3.5,.564,2.0,3.5,.564,0.0,0.0,,0.8,1.5,.535,1.4,2.6,4.0,0.2,0.2,1.2,0.8,2.5,4.7,,6.39
0,Jamaal Magloire,Kentucky,,145,72,19.6,2.7,5.4,.503,2.7,5.4,.503,0.0,0.0,,1.9,3.0,.636,,,5.4,0.4,0.5,1.8,1.7,2.7,7.3,,10.42
0,David Rivers,Notre Dame,,118,27,35.6,6.0,13.5,.442,,,.458,,,.406,4.9,6.1,.813,,,3.3,5.0,1.7,0.1,,2.4,17.4,,4.23
0,Amal McCaskill,Marquette,,111,30,19.8,3.0,5.4,.545,2.9,5.4,.546,0.0,0.0,.400,1.8,2.8,.644,,,6.3,0.8,0.4,1.6,1.7,2.6,7.8,,5.12
0,Isaiah Briscoe,Kentucky,,70,69,31.3,4.2,9.3,.455,3.9,7.9,.495,0.3,1.4,.229,2.2,3.9,.555,1.5,3.9,5.4,3.7,0.9,0.2,2.2,2.7,10.9,,9.67
0,Johnny Taylor,Chattanooga,,62,60,30.1,6.4,12.8,.497,5.3,9.6,.550,1.1,3.2,.337,3.4,5.0,.692,,,7.2,2.0,1.0,0.8,2.4,3.0,17.3,,-5.61
0,K.J. McDaniels,Clemson,,94,61,24.3,3.9,8.6,.450,3.0,5.8,.516,0.9,2.8,.313,2.4,3.2,.767,1.8,3.0,4.8,0.9,0.9,1.9,1.5,1.8,11.0,,4.60
0,Tony Parker,UCLA,,136,69,18.3,3.4,6.0,.555,3.4,6.0,.555,0.0,0.0,,1.6,3.1,.516,2.0,3.1,5.1,0.3,0.4,0.7,1.2,2.8,8.3,,8.35
0,Marquis Teague,Kentucky,,40,40,32.6,3.6,8.8,.412,3.0,6.8,.438,0.7,2.0,.325,2.1,3.0,.714,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10.0,,7.93
0,Winston Bennett,Kentucky,,133,96,27.9,3.9,8.0,.484,,,.513,,,.500,2.8,3.9,.713,,,6.0,1.2,0.9,0.3,1.8,3.3,10.5,,9.56
0,Erik Murphy,Florida,,136,67,18.3,2.9,5.7,.514,1.9,3.3,.572,1.1,2.4,.435,0.8,1.1,.757,1.2,2.6,3.7,0.7,0.4,0.6,1.0,2.2,7.7,,7.22
0,Brevin Knight,Stanford,,115,85,32.2,4.5,10.8,.416,3.7,8.4,.439,0.8,2.4,.336,5.1,6.4,.798,,,3.8,6.8,2.6,0.1,3.5,2.8,14.9,,7.59
0,Hiram Fuller,Fresno State,,60,23,20.4,2.6,5.2,.503,2.6,5.0,.518,0.0,0.2,.091,2.2,3.4,.649,2.3,4.1,6.4,0.4,0.6,1.0,1.9,2.9,7.4,,2.82
0,Adonal Foyle,Colgate,,87,,36.5,8.2,15.0,.547,8.2,14.8,.551,0.0,0.1,.100,4.0,8.2,.491,,,12.7,1.5,0.7,5.7,3.8,2.4,20.4,,-5.01
0,Baron Davis,UCLA,,59,57,31.0,4.9,9.7,.503,3.9,6.6,.583,1.0,3.1,.328,2.9,4.5,.631,,,3.8,5.1,2.5,0.4,3.2,3.5,13.6,,9.93
0,Mike James,Duquesne,,111,84,28.1,4.8,10.9,.444,4.0,8.3,.479,0.8,2.5,.329,2.2,3.0,.726,,,3.0,3.1,1.8,0.1,2.4,2.8,12.7,,5.13
0,Brian Scalabrine,USC,,92,91,33.0,5.7,11.2,.513,5.2,9.7,.538,0.5,1.5,.343,3.7,4.8,.770,,,6.1,2.7,1.0,0.9,3.4,2.7,15.7,,9.08
0,Anthony Cook,Arizona,,133,86,30.4,4.7,8.2,.575,,,.588,,,.000,2.5,3.9,.645,,,6.5,0.4,0.7,2.1,1.4,1.9,12.0,,7.38
0,Hamady N'Diaye,Rutgers,,124,85,22.1,2.2,4.0,.539,2.2,4.0,.542,0.0,0.0,.000,1.5,2.5,.592,1.8,3.7,5.5,0.4,0.4,2.9,1.4,2.7,5.8,,6.36
0,Deng Gai,Fairfield,,100,89,29.5,4.6,9.8,.473,3.9,7.6,.513,0.7,2.2,.335,2.7,3.7,.736,2.0,5.0,7.0,1.0,0.6,4.4,2.2,3.0,12.7,,-2.74
0,Alvin Jones,Georgia Tech,,124,118,31.3,3.6,7.4,.489,3.6,7.4,.491,0.0,0.0,.000,3.3,5.8,.574,,,8.7,1.4,0.7,3.4,2.6,2.8,10.6,,9.22
0,Kris Joseph,Syracuse,,140,77,26.6,3.5,7.8,.449,2.7,5.4,.501,0.8,2.4,.331,2.7,3.9,.702,1.3,3.2,4.5,1.5,1.3,0.5,1.6,1.6,10.5,,8.37
0,Jarrett Culver,Texas Tech,,75,58,29.5,5.3,11.6,.459,3.9,7.5,.522,1.4,4.1,.341,2.9,4.2,.687,1.2,4.4,5.6,2.8,1.3,0.6,2.1,2.0,14.9,,9.56
0,Matt Costello,Michigan State,,138,62,16.5,2.4,4.2,.567,2.3,4.1,.576,0.0,0.1,.167,1.3,1.8,.713,1.7,2.9,4.7,0.8,0.4,1.1,0.7,2.1,6.0,,9.21
0,Bernard Robinson,Michigan,,120,104,30.6,4.6,10.4,.440,4.0,8.5,.472,0.6,1.9,.297,2.8,3.4,.814,1.3,4.0,5.3,3.0,1.4,0.4,2.9,2.5,12.5,,8.40
0,Marty Conlon,Providence,,103,10,24.5,3.7,7.3,.505,3.4,6.4,.529,0.3,0.9,.333,3.4,4.4,.765,,,5.7,1.6,0.6,0.4,2.4,3.0,11.0,,6.89
0,Desmond Mason,Oklahoma State,,129,109,30.0,4.8,9.8,.486,3.8,7.1,.529,1.0,2.7,.372,2.6,3.6,.731,,,6.2,1.1,1.2,0.7,1.7,2.1,13.2,,5.94
0,Jeremy Pargo,Gonzaga,,134,103,28.7,3.4,7.3,.465,2.9,5.5,.515,0.6,1.8,.311,1.9,2.7,.704,0.5,2.9,3.4,4.4,1.3,0.1,2.7,1.9,9.3,,3.62
0,Corie Blount,Cincinnati,,55,17,26.4,4.0,7.8,.511,4.0,7.7,.513,0.0,0.0,.000,1.5,2.6,.559,,,7.0,2.1,1.4,1.5,2.0,3.2,9.4,,6.28
0,Mychal Thompson,Minnesota,,96,,,8.6,15.1,.567,,,,,,,3.6,5.2,.692,,,10.0,2.0,1.0,,,3.4,20.8,,6.53
0,Jabari Parker,Duke,,35,35,30.7,6.7,14.3,.473,5.7,11.2,.504,1.1,3.0,.358,4.6,6.1,.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,,8.48
0,Anthony Miller,Michigan State,,89,40,21.8,3.6,5.9,.609,3.6,5.9,.610,0.0,0.0,.500,1.7,3.0,.583,,,6.5,0.7,0.6,0.7,1.7,2.3,9.0,,10.45
0,Anthony Bennett,UNLV,,35,31,27.1,5.8,10.8,.533,4.7,8.1,.587,1.0,2.7,.375,3.5,5.1,.701,2.5,5.7,8.1,1.0,0.7,1.2,1.9,2.3,16.1,,5.71
0,Richard Hamilton,UConn,,103,103,31.8,6.7,15.7,.426,4.4,9.7,.456,2.3,6.1,.378,4.0,4.9,.826,,,4.5,2.6,1.3,0.3,2.5,2.0,19.8,,8.27
0,Michael McDonald,New Orleans,,88,49,21.3,2.8,4.7,.593,2.8,4.7,.595,0.0,0.0,.000,1.4,2.4,.581,,,6.3,0.5,0.5,2.5,1.7,2.9,7.0,,-0.63
0,Tacko Fall,UCF,,115,110,23.0,4.3,5.8,.740,4.3,5.8,.741,0.0,0.0,.000,1.4,3.3,.432,2.7,5.0,7.7,0.4,0.2,2.4,2.1,2.6,10.1,,4.01
0,Dave Popson,UNC,,134,51,14.2,2.5,4.7,.521,,,.543,,,.000,0.8,1.0,.756,,,2.9,0.7,0.3,0.4,0.9,2.0,5.7,,8.49
0,Mike Morrison,Loyola (MD),,105,39,26.0,6.0,13.0,.457,,,.495,,,.349,3.2,4.3,.735,,,3.5,1.9,0.9,0.3,2.2,2.1,16.2,,-10.03
0,Lorenzo Brown,NC State,,101,95,32.6,4.1,9.5,.429,3.4,7.4,.464,0.6,2.1,.305,2.8,3.8,.741,0.7,3.5,4.2,5.8,1.7,0.5,3.0,1.9,11.6,,6.92
0,Ricky Grace,Oklahoma,,72,34,32.7,4.5,9.9,.454,2.5,4.8,.528,2.0,5.1,.385,2.1,3.0,.700,,,3.4,6.5,2.5,0.2,3.0,3.1,13.0,,7.75
0,Byron Dinkins,Charlotte,,118,83,26.0,5.4,12.0,.450,,,.499,,,.343,2.1,3.0,.697,,,2.5,4.3,1.1,0.1,,1.8,14.0,,2.72
0,Antonio Davis,UTEP,,122,93,25.8,3.3,6.1,.538,3.3,6.1,.540,0.0,0.0,.000,2.6,4.3,.600,,,6.1,0.5,0.4,0.9,1.4,2.0,9.2,,3.61
0,Taurean Prince,Baylor,,129,42,20.2,3.6,7.9,.460,2.6,5.2,.504,1.0,2.7,.376,2.0,2.8,.718,1.6,2.7,4.2,1.1,0.9,0.5,1.7,2.1,10.2,,9.08
0,Cal Bowdler,Old Dominion,,118,45,22.7,3.1,6.8,.451,2.7,5.6,.492,0.3,1.2,.264,2.2,3.5,.625,,,6.6,0.7,0.4,1.9,1.6,1.7,8.6,,-0.76
0,Trey Thompkins,Georgia,,89,81,29.5,6.0,12.8,.469,5.1,10.3,.496,0.9,2.5,.357,2.8,3.8,.729,2.0,5.8,7.8,1.4,1.0,1.3,2.6,2.2,15.7,,6.56
0,Otis Smith,Jacksonville,,117,116,36.4,5.9,12.3,.477,,,.476,,,.286,2.9,4.0,.730,,,7.8,2.3,1.6,1.8,2.5,2.7,14.6,,4.21
0,Jerome Allen,Penn,,109,48,32.8,4.6,11.1,.417,3.0,6.3,.472,1.6,4.8,.343,2.8,3.8,.722,,,4.4,4.6,1.5,0.2,2.4,1.8,13.7,,-4.53
0,Dwayne Schintzius,Florida,,110,65,31.6,6.3,12.8,.494,6.3,12.6,.499,0.0,0.2,.158,2.1,2.9,.729,,,7.5,2.3,0.6,2.5,2.6,3.1,14.8,,8.63
0,Darnell Jackson,Kansas,,125,39,16.6,2.5,4.3,.580,2.5,4.2,.583,0.0,0.0,.333,1.8,2.6,.685,1.7,3.2,4.9,0.5,0.5,0.4,1.0,1.8,6.8,,8.38
0,Torrey Craig,USC Upstate,,131,124,31.0,5.7,13.8,.413,3.4,6.9,.495,2.3,6.9,.330,2.6,3.8,.671,2.1,5.1,7.2,1.8,1.1,0.8,2.6,2.5,16.2,,-2.98
0,Alan Ogg,Alabama-Birmingham,,123,41,17.6,2.8,5.0,.559,2.8,5.0,.560,0.0,0.0,.000,0.8,1.2,.689,,,4.2,0.4,0.3,2.2,0.9,2.4,6.4,,2.67
0,Sidney Moncrief*,Arkansas,,122,,36.7,6.1,10.0,.606,,,,,,,4.8,6.2,.782,,,8.3,2.0,,,,2.5,16.9,,1.20
0,Kalin Lucas,Michigan State,,141,119,30.3,4.8,11.2,.425,3.7,8.4,.442,1.1,2.8,.377,3.6,4.5,.796,0.6,1.4,1.9,4.0,1.0,0.1,2.3,1.7,14.2,,9.22
0,B.J. Armstrong,Iowa,,130,103,25.1,4.5,9.1,.492,,,.511,,,.443,3.1,3.7,.831,,,2.0,4.0,1.4,0.1,2.0,1.2,13.1,,9.18
0,Askia Jones,Kansas State,,124,82,28.6,5.1,12.0,.420,3.2,7.0,.449,1.9,5.0,.380,2.8,3.5,.782,,,3.7,2.2,1.1,0.1,,,14.8,,8.11
0,Jerome Jordan,Tulsa,,133,119,24.2,4.1,7.2,.567,4.1,7.2,.567,0.0,0.0,,3.1,4.5,.696,2.2,5.2,7.4,0.8,0.4,2.5,2.0,2.5,11.3,,2.63
0,Jeff Lebo,UNC,,133,107,30.4,3.9,8.2,.479,,,.524,,,.428,2.3,2.8,.839,,,2.5,4.4,1.2,0.1,2.0,2.1,11.8,,10.09
0,Wayne Selden,Kansas,,109,108,29.5,3.9,8.9,.436,2.4,4.8,.494,1.5,4.1,.366,1.8,2.8,.632,0.9,2.1,3.0,2.6,0.7,0.4,1.9,2.0,11.0,,11.58
0,Jordan McLaughlin,USC,,128,127,33.5,4.5,10.2,.439,3.0,6.4,.474,1.4,3.8,.379,2.5,3.4,.738,0.6,2.9,3.5,5.8,1.7,0.2,2.4,1.0,12.9,,6.62
0,Tyler Lydon,Syracuse,,71,34,33.1,3.9,8.2,.476,2.5,4.8,.531,1.4,3.5,.400,2.4,2.9,.809,2.0,5.4,7.4,1.6,1.1,1.6,1.5,2.6,11.6,,9.11
0,Demetrius Calip,Michigan,,96,42,19.5,3.5,7.7,.461,2.5,5.1,.492,1.0,2.5,.398,1.5,2.1,.724,,,1.9,2.0,0.8,0.0,1.7,1.2,9.6,,9.98
0,Chris Munk,USC,,110,0,24.2,2.3,5.0,.464,2.3,5.0,.464,0.0,0.0,,1.7,2.4,.699,,,6.0,0.3,0.4,0.8,,,6.3,,6.51
0,Chuck Hayes,Kentucky,,134,111,26.2,3.4,6.7,.503,3.2,6.1,.527,0.1,0.6,.244,2.1,2.9,.733,2.6,4.4,6.9,2.2,1.3,1.0,1.6,2.3,9.0,,9.49
0,Richie Frahm,Gonzaga,,130,35,26.3,4.1,9.2,.449,2.0,4.1,.482,2.2,5.1,.423,2.1,2.6,.799,,,3.7,1.9,0.7,0.1,,,12.5,,1.72
0,Miles Bridges,Michigan State,,62,60,31.6,6.2,13.2,.470,4.2,7.8,.537,2.0,5.5,.375,2.5,3.2,.776,1.4,6.2,7.6,2.4,0.6,1.1,2.1,1.7,17.0,,8.80
0,Charles Claxton,Georgia,,116,112,23.9,4.3,7.9,.542,4.3,7.8,.545,0.0,0.1,.300,2.4,4.8,.493,,,7.2,0.5,0.6,2.1,1.9,2.9,11.0,,8.03
0,Devin Ebanks,West Virginia,,69,65,32.1,4.0,8.6,.463,3.9,7.6,.510,0.1,1.0,.114,3.1,4.2,.736,2.8,5.2,7.9,2.6,0.9,0.7,2.1,1.7,11.2,,9.30
0,Darrell Griffith,Louisville,,126,,30.9,7.8,14.9,.523,,,,,,,2.9,4.2,.697,,,4.6,3.0,,,,2.7,18.5,,4.53
0,Joe Crawford,Kentucky,,127,76,25.3,4.0,9.2,.438,2.6,5.0,.512,1.5,4.2,.350,1.8,2.6,.702,1.2,2.2,3.4,1.5,0.5,0.2,1.6,1.9,11.3,,8.87
0,Bonzi Wells,Ball State,,116,86,30.5,7.9,16.4,.480,6.6,12.6,.526,1.2,3.8,.325,4.5,6.5,.681,,,7.3,3.3,3.0,0.8,3.5,2.9,21.4,,1.63
0,Bob Sura,Florida State,,119,98,33.6,6.1,13.7,.450,4.3,8.3,.523,1.8,5.4,.336,3.8,5.8,.652,,,6.0,3.7,1.8,0.3,3.4,2.5,17.9,,9.97
0,Luc Longley,New Mexico,,132,,27.6,5.3,9.0,.586,5.3,9.0,.587,0.0,0.0,.000,2.9,3.9,.735,,,6.9,2.4,0.7,2.5,2.6,2.2,13.4,,4.52
0,Herb Williams,Ohio State,,114,112,37.7,7.3,14.7,.499,,,,,,,3.0,4.5,.669,,,9.7,0.9,0.6,2.9,2.8,2.4,17.6,,8.92
0,Ricky Davis,Iowa,,31,26,26.6,5.6,12.0,.466,4.7,9.0,.518,0.9,2.9,.308,2.9,4.2,.698,,,4.8,2.4,1.2,0.3,3.4,1.7,15.0,,6.04
0,Coty Clarke,Arkansas,,65,43,21.3,2.8,5.9,.469,2.3,4.8,.476,0.5,1.2,.442,2.5,3.2,.777,1.8,3.6,5.4,1.8,1.5,0.6,1.3,3.0,8.6,,5.27
0,Marcus Fizer,Iowa State,,97,91,31.1,7.1,13.9,.511,6.9,13.2,.524,0.2,0.7,.292,4.4,6.3,.702,,,7.4,1.0,0.9,0.9,2.3,2.6,18.9,,6.27
0,Paul Pierce*,Kansas,,108,103,28.1,6.0,12.4,.481,5.0,9.6,.518,1.0,2.8,.355,3.4,4.9,.697,,,6.3,2.2,1.4,0.9,2.8,2.5,16.4,,7.24
0,Charles Shackleford,NC State,,94,93,30.8,5.9,11.6,.511,,,.507,,,.000,1.9,3.3,.568,,,7.8,0.9,0.8,1.1,2.1,2.7,13.7,,8.34
0,Nate Robinson,Washington,,89,66,28.2,5.0,11.0,.457,3.6,6.9,.523,1.4,4.1,.348,3.0,3.7,.793,1.6,2.3,3.9,3.2,1.6,0.1,2.0,2.6,14.4,,7.12
